tarih,adres,aciklama
29/08/2019,http://yyegm.meb.gov.tr/www/2019-ylsy-sozlu-sinava-cagrilmaya-hak-kazanan-adaylar-aciklanmistir/icerik/420,2019 YLSY - Sözlü Sınava Çağrılmaya Hak Kazanan Adaylar Açıklanmıştır 
11/10/2021,http://yegitek.meb.gov.tr/www/okullarin-mobil-gsm-sebekesi-ile-genis-bant-internete-erisim-hizmeti-alimina-ait-ihale-ilani/icerik/2807,OKULLARIN MOBİL (GSM) ŞEBEKESİ İLE GENİŞ BANT İNTERNETE ERİŞİM HİZMETİ ALIMINA AİT İHALE İLANI 
22/08/2019,http://yyegm.meb.gov.tr/www/2019-ylsy-burs-basvurulari-hakkinda-duyuru-guncellenmistir/icerik/414,2019 YLSY BURS BAŞVURULARI HAKKINDA DUYURU (GÜNCELLENMİŞTİR) 
30/05/2019,http://oygm.meb.gov.tr/www/2019-yili-ogretmenler-gunu-genelgesi-yayinlandi/icerik/735,2019 Yılı Öğretmenler Günü Genelgesi Yayınlandı 
22/05/2019,/2019-yili-sinavla-ogrenci-alacak-ortaogretim-kurumlarina-iliskin-merkezi-sinav-giris-belgeleri-yayinlanmistir/duyuru/18704,2019 yılı Sınavla Öğrenci Alacak Ortaöğretim Kurumlarına İlişkin Merkezi Sınav Giriş Belgeleri Yayınlanmıştır 
07/05/2019,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,İtalya Hûkümeti Tarafından 2019-2020 Eğitim-Öğretim Yılı Bursları 
22/04/2019,http://personel.meb.gov.tr/www/16-18-nisan-2019-tarihlerinde-milli-egitim-bakanligi-sozlesmeli-bilisim-personeli-mulakat-sinavi-sonuclarina-iliskin-duyuru/icerik/940,16-18 Nisan 2019 Tarihlerinde Milli Eğitim Bakanlığı Sözleşmeli Bilişim Personeli Mülakat Sınavı Sonuçlarına İlişkin Duyuru 
05/04/2019,https://www.meb.gov.tr/sinavlar/sonuc/sorgu.php?SINAV_ID=82FDD15195ACEB064A218D6EBBD446AD,Sözleşmeli Öğretmenlik Sözlü Sınav Yeri Bilgileri (2019) 
19/04/2019,/sistem-bakim-calismasi/duyuru/18466,Sistem Bakım Çalışması 
17/04/2019,http://abdigm.meb.gov.tr/abdigm/sinav/okutman_17042019/okutman_sonuc.aspx,2019 - Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Temsil Yeteneği Mülakat Sonuçları 
09/04/2019,http://personel.meb.gov.tr/www/merkez-ve-tasra-teskilati-sef-ve-memur-kadrolarina-gorevde-yukselme-suretiyle-atama-basvuru-duyurusu/icerik/938,Merkez Ve Taşra Teşkilatı Şef Ve Memur Kadrolarına Görevde Yükselme Suretiyle Atama Başvuru Duyurusu 
09/04/2019,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,Romanya Hükûmeti Tarafından 2019-2020 Akademik Yılı İçin Burs Tahsis Edilmiştir. 
15/04/2019,/2019-yili-sinavla-ogrenci-alacak-ortaogretim-kurumlarina-iliskin-merkez-sinav-basvuru-suresinin-uzatilmasina-dair-aciklama/duyuru/18426,2019 Yılı Sınavla Öğrenci Alacak Ortaöğretim Kurumlarına İlişkin Merkezî Sınav Başvuru Süresinin Uzatılmasına Dair Açıklama 
12/12/2019,http://personel.meb.gov.tr/www/2019-mart-sozlesmeli-ogretmen-atama-duyurusu/icerik/932,2019 Mart Sözleşmeli Öğretmen Atama Duyurusu 
18/03/2019,https://personel.meb.gov.tr/www/sozlesmeli-bilisim-personeli-basvuru-islemi/icerik/928,Sözleşmeli Bilişim Personeli Başvuru İşlemi 
08/03/2019,http://abdigm.meb.gov.tr/ABDIGM/Sinav/okutman_08032019/okutman_Sonuc.aspx,Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Temsil Yeteneği Mülakat Takvimi-2019 
28/02/2019,http://sgb.meb.gov.tr/www/quotmeb-2018-yili-idare-faaliyet-raporuquot-yayinlanmistir/icerik/343,"""MEB 2018 Yılı İdare Faaliyet Raporu"" Yayınlanmıştır "
25/02/2019,http://personel.meb.gov.tr/www/egitim-kurumlarina-yonetici-secme-sinavi-duyurusu/icerik/925,Eğitim Kurumlarına Yönetici Seçme Sınavı Duyurusu 
12/12/2019,http://personel.meb.gov.tr/www/2019-yili-sozlesmeli-ogretmen-alimina-iliskin-takvim/icerik/923,2019 Yılı Sözleşmeli Öğretmen Alımına İlişkin Takvim 
18/03/2019,http://personel.meb.gov.tr/www/sozlesmeli-bilisim-personeli-alim-ilani-ve-basvuru-islemi/icerik/920,Sözleşmeli Bilişim Personeli Alım İlanı ve Başvuru İşlemi 
15/02/2019,http://ogm.meb.gov.tr/www/ekim-2016-tarihli-ve-2709-sayili-tebligler-dergisinde-yayinlanarak-yururluge-giren-mill-egitim-bakanligi-uluslararasi-yarismalarda-derece-alan-ogrencilerin-odullendirilmesine-dair-yonerge/icerik/769,Uluslararası Yarışmalarda Derece Alan Öğrenciler 
12/02/2019,/2019-subat-ayi-icerisinde-atanan-kadrolusozlesmeli-ogretmenin-evraklari-dijital-ortamda-alinacaktir/duyuru/18015,2019 Şubat Ayı İçerisinde Atanan Kadrolu/Sözleşmeli Öğretmenin Evrakları Dijital Ortamda Alınacaktır. 
11/02/2019,/2019-yili-e-talep-modulu-tasinir-taleplerinin-uzatilmasi/duyuru/18006,2019 Yılı E-Talep Modülü Taşınır Taleplerinin Uzatılması 
08/02/2019,http://atama.meb.gov.tr/?islemID=245,Sözleşmeli Öğretmen Atama Sonuçları 
30/01/2019,http://odsgm.meb.gov.tr/www/sinavla-ogrenci-alacak-ortaogretim-kurumlarina-iliskin-merkez-sinava-yonelik-ocak-ayi-ornek-sorulari-yayimlandi/icerik/436,Sınavla Öğrenci Alacak Ortaöğretim Kurumlarına İlişkin Merkezî Sınava Yönelik Ocak Ayı Örnek Soruları Yayımlandı 
08/01/2019,http://abdigm.meb.gov.tr/ABDIGM/Sinav/okutman_08012019/okutman_Sonuc.aspx,Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Seçme Sınavı (2019) Başvuru Sonuçları 
11/01/2019,http://orgm.meb.gov.tr/www/2019-yili-bilsem-ogretmen-secme-ve-atama-kilavuzu-yayimlandi/icerik/1138,2019 yılı Bilsem Öğretmen Seçme ve Atama Kılavuzu Yayımlandı. 
04/01/2019,/bilgi-islem-dairesi-baskanligi-altyapi-calismalari/duyuru/17788,Bilgi İşlem Dairesi Başkanlığı Altyapı Çalışmaları 
31/12/2018,http://oygm.meb.gov.tr/www/9-aralik-2018-adaylik-kaldirma-sinav-sonuc-duyurusu/icerik/709,9 Aralık 2018 Adaylık Kaldırma Sınav Sonuç Duyurusu 
28/12/2018,http://oygm.meb.gov.tr/www/2019-yilinda-yapilacak-ogretmenlik-alan-bilgisi-testi-oabt-duyurusu/icerik/706,2019 YILINDA YAPILACAK  ÖĞRETMENLİK ALAN BİLGİSİ TESTİ (ÖABT) DUYURUSU 
27/12/2018,https://yyegm.meb.gov.tr/www/2018-ylsy-kurum-kontenjanlarina-yerlesmeye-hak-kazanan-adaylarin-belge-teslimi-hakkinda-duyuru/icerik/364,2018 YLSY  Kurum Kontenjanlarına Yerleşmeye Hak Kazanan Adayların Belge Teslimi Hakkında Duyuru 
19/12/2018,https://yyegm.meb.gov.tr/www/2018-ylsy-kurum-kontenjanlari-tercih-sonuclari-aciklanmistir/icerik/360,2018 YLSY - Kurum Kontenjanları Tercih Sonuçları Açıklanmıştır 
12/12/2019,http://personel.meb.gov.tr/www/2019-yili-engelli-ogretmen-atama-duyurusu/icerik/899,2019 Yılı Engelli Öğretmen Atama  Duyurusu 
12/12/2019,http://personel.meb.gov.tr/www/2019-yariyil-tatili-kadrolu-ogretmenlerin-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-duyurusu/icerik/898,"2019  Yarıyıl Tatili  Kadrolu Öğretmenlerin Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Yer Değiştirme Duyurusu "
25/12/2018,http://mtegm.meb.gov.tr/www/bakan-yardimcimiz-mahmut-ozer-istanbulda-mesleki-ve-teknik-ortaogretim-kurumlarini-ziyaret-etti/icerik/2244,Bakan Yardımcımız Mahmut ÖZER İstanbul´da Mesleki ve Teknik Ortaöğretim Kurumlarını Ziyaret etti 
07/11/2018,/unesco-raporlari/duyuru/17390,UNESCO Raporları 
14/12/2018,http://yyegm.meb.gov.tr/www/2018-ylsy-sozlu-sinavda-basarili-olan-adaylarin-kurum-tercihlerinin-alinmasi-yerlestirme-islemleri/icerik/358,2018 YLSY - Sözlü Sınavda Başarılı Olan Adayların Kurum Tercihlerinin Alınması (Yerleştirme İşlemleri) 
12/12/2019,http://personel.meb.gov.tr/www/2018-yili-il-ici-alan-degisikligi-atama-duyurusu/icerik/895,2018 Yılı İl İçi Alan Değişikliği Atama Duyurusu 
30/11/2018,http://personel.meb.gov.tr/www/mill-egitim-bakanligi-2018-yili-il-ilce-mill-egitim-mudurlukleri-513-sube-muduru-kadrosuna-gorevde-yukselme-suretiyle-atama-sonuclari/icerik/893,Millî Eğitim Bakanlığı 2018 Yılı İl-İlçe Millî Eğitim Müdürlükleri 513 Şube Müdürü Kadrosuna Görevde Yükselme Suretiyle Atama Sonuçları 
30/11/2018,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenleri-secme-sinavi-basvuru-kilavuzu-2019/icerik/1088,Yurt Dışında Görevlendirilecek Öğretmenleri Seçme Sınavı Başvuru Kılavuzu 2019 
23/11/2018,http://yyegm.meb.gov.tr/www/2018-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerin-sozlu-sinav-sonuclari-aciklanmistir/icerik/348,2018 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerin Sözlü Sınav Sonuçları Açıklanmıştır. 
23/11/2018,http://dhgm.meb.gov.tr/www/engelli-hukumlutmy-isci-alimi-basarili-olan-aday-listesi/icerik/412,"Engelli, Hükümlü/Tmy İşçi Alımı Başarılı Olan Aday Listesi "
12/12/2019,http://personel.meb.gov.tr/www/sozlesmeli-ogretmenlige-basvuru-ve-atama-duyurusu/icerik/888,Sözleşmeli Öğretmenliğe Başvuru ve Atama Duyurusu 
16/11/2018,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretim-uyesiogretim-gorevlisiokutman-secme-sinavi-basvuru-kilavuzu-2019/icerik/1084, Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Seçme Sınavı Başvuru Kılavuzu -2019 
13/11/2018,http://personel.meb.gov.tr/www/mill-egitim-bakanligi-2018-yili-il-ilce-mill-egitim-mudurlukleri-513-sube-muduru-kadrosuna-gorevde-yukselme-suretiyle-atama-basvuru-duyurusu/icerik/886,Millî Eğitim Bakanlığı 2018 Yılı İl-İlçe Millî Eğitim Müdürlükleri 513 Şube Müdürü Kadrosuna Görevde Yükselme Suretiyle Atama Başvuru Duyurusu 
22/10/2018,https://www.pa.edu.tr/1c2a0c2a0-c2a0donem-carsi-ve-mahalle-bekciligi-yazili-sinavina-katilan-adaylarin-dikkatine-duyurular.html,Çarşı ve Mahalle Bekçiliği Yazılı Sınavı Bilgilendirme Duyurusu 
06/11/2018,http://oygm.meb.gov.tr/www/adaylik-kaldirma-kilavuzu-aks-9-aralik-2018-yayimlandi/icerik/690,Adaylık Kaldırma Kılavuzu (AKS) (9 Aralık 2018) Yayımlandı 
10/10/2018,http://personel.meb.gov.tr/www/bakanligimiz-bunyesinde-sozlesmeli-ogretmen-olarak-calisanlardan-esleri-sozlesmeli-ogretmen-olanlarin-es-birlikteliginin-saglanmasina-iliskin-duyuru/icerik/879,Bakanlığımız bünyesinde sözleşmeli öğretmen olarak çalışanlardan eşleri sözleşmeli öğretmen olanların eş birlikteliğinin sağlanmasına ilişkin duyuru 
11/10/2018,http://yyegm.meb.gov.tr/www/2018-ylsy-yurt-disinda-lisansustu-ogrenim-gormek-uzere-sozlu-sinava-girmeye-hak-kazanan-adaylarin-sozlu-sinav-giris-belgeleri-yayimlanmistir/icerik/340,2018 YLSY - Yurt Dışında Lisansüstü Öğrenim Görmek Üzere Sözlü Sınava Girmeye Hak Kazanan Adayların Sözlü Sınav Giriş Belgeleri Yayımlanmıştır. 
10/10/2018,http://personel.meb.gov.tr/www/mill-egitim-bakanligi-tasra-teskilati-sube-mudurlugu-gorevde-yukselme-sozlu-sinavi-sonuclarina-iliskin-duyuru/icerik/878,Millî Eğitim Bakanlığı Taşra Teşkilatı Şube Müdürlüğü Görevde Yükselme Sözlü Sınavı Sonuçlarına İlişkin Duyuru 
10/10/2018,http://personel.meb.gov.tr/www/mill-egitim-bakanligi-personeli-merkez-ve-tasra-teskilati-gorevde-yukselme-yazili-sinav-duyurusu/icerik/877,Millî Eğitim Bakanlığı Personeli Merkez ve Taşra Teşkilatı Görevde Yükselme Yazılı Sınav Duyurusu 
01/10/2018,http://www.meb.gov.tr/sinavlar/sonuc/sorgu.php?SINAV_ID=F936F0807C19C6C3F9C3363E1018F94D,2018-2019 Eğitim-Öğretim Yılı Öğretmenlik Bursu Sonuçları 
09/10/2018,http://personel.meb.gov.tr/www/sozlesmeli-ogretmenlerin-saglik-mazeretine-bagli-yer-degistirme-islemlerine-iliskin-duyuru/icerik/876,Sözleşmeli Öğretmenlerin Sağlık Mazeretine Bağlı Yer Değiştirme İşlemlerine İlişkin Duyuru 
19/09/2018,http://sgb.meb.gov.tr/www/2019-2023-stratejik-plani-genelgesi-yayinlanmistir/icerik/329,2019-2023 Stratejik Planı Genelgesi Yayınlanmıştır 
25/09/2018,http://sgb.meb.gov.tr/www/mill-egitim-bakanligi-2019-2023-stratejik-plan-paydas-anketi-yayinlanmistir/icerik/330,Millî Eğitim Bakanlığı 2019-2023 Stratejik Plan Paydaş Anketi Yayınlanmıştır 
19/09/2018,https://yyegm.meb.gov.tr/www/2018-ylsy-sozlu-sinava-cagrilmaya-hak-kazanan-adaylar-aciklanmistir/icerik/338,2018 YLSY - Sözlü Sınava Çağrılmaya Hak Kazanan Adayların Listesi 
18/09/2018,http://personel.meb.gov.tr/www/bakanligimiza-bagli-resm-egitim-kurumlarinda-ek-ders-ucreti-karsiliginda-gorev-yapanlarin-sozlesmeli-ogretmenlik-icin-2018-eylul-ayi-basvuru-ve-atama-duyurusu/icerik/870,Bakanlığımıza Bağlı Resmî Eğitim Kurumlarında Ek Ders Ücreti Karşılığında Görev Yapanların Sözleşmeli Öğretmenlik İçin 2018 Eylül Ayı Başvuru Ve Atama Duyurusu 
14/09/2018,http://atama.meb.gov.tr/?islemID=237,"2018 Yılı Yaz Tatili Kadrolu Öğretmenlerin Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı 2.Ek Yer Değiştirme Sonuçları "
13/09/2018,http://personel.meb.gov.tr/www/gorevde-yukselme-sinavi-hakkinda/icerik/868,Görevde Yükselme Sınavı Hakkında 
11/09/2018,http://atama.meb.gov.tr/?islemID=236,Bakanlığımıza Bağlı Resmî Eğitim Kurumlarında Ek Ders Ücreti Karşılığında Görev Yapanların Sözleşmeli Öğretmenlik Atama Sonuçları 
10/09/2018,http://atama.meb.gov.tr/?islemID=235,"2018 Yılı Yaz Tatili Kadrolu Öğretmenlerin Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Ek Yer Değiştirme Sonuçları "
07/09/2018,http://sgb.meb.gov.tr/www/icerik_goruntule.php?KNO=327,Millî Eğitim İstatistikleri Örgün Eğitim 2017-2018 
04/09/2018,http://www.meb.gov.tr/meb_iys_dosyalar/2018_09/05111501_DYK_e_kilavuz.pdf,2018-2019 Öğretim Yılı Destekleme ve Yetiştirme Kursları e-Kılavuzu 
31/08/2018,http://oygm.meb.gov.tr/www/ogretmenlerin-2018-eylul-donemi-mesleki-calisma-programi/icerik/674,Öğretmenlerin 2018 Eylül Dönemi Mesleki Çalışma Programı 
17/08/2018,http://personel.meb.gov.tr/www/2018-yili-yaz-tatili-kadrolu-ogretmenlerin-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-sonuclari/icerik/856,"2018 Yılı Yaz Tatili Kadrolu Öğretmenlerin Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Yer Değiştirme Sonuçları "
03/08/2018,http://personel.meb.gov.tr/www/sozlesmeli-ogretmenlerin-saglik-mazeretine-bagli-yer-degistirmelerine-iliskin-duyuru/icerik/850,Sözleşmeli Öğretmenlerin Sağlık Mazeretine Bağlı Yer Değiştirmelerine İlişkin Duyuru 
31/08/2018,http://oygm.meb.gov.tr/www/ogretmenlerin-2018-eylul-donemi-mesleki-calisma-programi/icerik/674,Öğretmenlerin 2018 Eylül Dönemi Mesleki Çalışma Programı 
16/08/2018,https://ookgm.meb.gov.tr/meb_iys_dosyalar/2018_08/16180149_2018-2019_egitim_ogretim_destegi_kilavuzu.pdf,2018-2019 Eğitim Ögretim Yılı Özel Okullarda Öğrenim Gören/Görecek Öğrenciler İçin Verilecek Eğitim ve Öğretim Desteği Uygulama e-Kılavuzu 
16/08/2018,http://yyegm.meb.gov.tr/www/2018-ylsy-basvuru-suresinin-uzatilmasi-basvuru-ve-tercih-kilavuzu-guncellenmesi-lisans-mezuniyet-bilgisinin-rebusa-girilmesi/icerik/334,2018 YLSY BAŞVURU SÜRESİNİN UZATILMASI / BAŞVURU VE TERCİH KILAVUZU GÜNCELLENMESİ / LİSANS MEZUNİYET BİLGİSİNİN REBUS’A GİRİLMESİ  
05/09/2018,http://odsgm.meb.gov.tr/www/yerlestirmeye-esas-nakil-kilavuzu/icerik/334,Yerleştirmeye Esas Nakil Kılavuzu 
02/08/2018,https://yyegm.meb.gov.tr/www/2018-ylsy-burs-basvurulari-hakkinda-duyuru/icerik/329,2018 YLSY Burs Başvuruları Hakkında Duyuru 
31/07/2018,/24072018-tarihinde-atanan-20000-sozlesmeli-ogretmenin-evraklari-dijital-ortamda-alinacaktir/duyuru/16904,24.07.2018 Tarihinde Atanan 20.000 Sözleşmeli Öğretmenin Evrakları Dijital Ortamda Alınacaktır 
30/07/2018,/2018-yerel-yerlestirme-ve-pansiyonlu-okullar-yerlestirmeye-esas-1-nakil-basvurulari-tercih-listeleri/duyuru/16892,"2018 Yerel Yerleştirme ve Pansiyonlu Okullar, Yerleştirmeye Esas 1. Nakil Başvuruları Tercih Listeleri "
30/07/2018,/2018-yili-merkezi-sinav-puani-ile-ogrenci-alan-ortaogretim-kurumlari-yerlestirmeye-esas-1-nakil-basvurulari-tercih-listeleri-ve-taban-puanlari/duyuru/16891,"2018 Yılı Merkezi Sınav Puanı İle Öğrenci Alan Ortaöğretim Kurumları, Yerleştirmeye Esas 1. Nakil Başvuruları Tercih Listeleri ve Taban Puanları "
24/07/2018,http://atama.meb.gov.tr/,2018 Temmuz Sözleşmeli İlk Atama Sonuçları 
12/12/2019,http://personel.meb.gov.tr/www/bakanligimiza-bagli-resm-egitim-kurumlarinda-ek-ders-ucreti-karsiliginda-gorev-yapanlarin-sozlesmeli-ogretmenlik-basvurulari-ile-ile-ilgili-duyuru/icerik/844,Bakanlığımıza Bağlı Resmî Eğitim Kurumlarında Ek Ders Ücreti Karşılığında Görev Yapanların Sözleşmeli Öğretmenlik Başvuruları ile İle ilgili Duyuru 
10/07/2018,http://abdigm.meb.gov.tr/ABDIGM/Sinav/ogretmen_ing_06072018/ogretmen_Sonuc.aspx,İngilizce Konuşulan Ülkeler Grubu ve Batı Trakya´da Görevlendirilecek Öğretmenlerin Sınav Sonuçları 2018 
13/07/2018,http://abdigm.meb.gov.tr/www/yurt-disi-goreve-uyum-seminerine-iliskin-duyuru/icerik/1054,Yurt Dışı Göreve Uyum Seminerine ilişkin Duyuru 
13/07/2018,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari/icerik/246,Mısır Arap Cumhuriyeti Hükümeti  tarafından 2018-2019 Öğretim Yılı Burs Tahsis Edilmektedir 
06/07/2018,http://www.meb.gov.tr/meb_iys_dosyalar/2018_07/06101043_tematikuzun.mp4,Tematik Liseler Tanıtım Filmi 
10/07/2018,http://abdigm.meb.gov.tr/ABDIGM/Sinav/ogretmen_alm_06072018/ogretmen_Sonuc.aspx,Almanca ve Fransızca Konuşulan Ülkelerde Görevlendirilecek Öğretmenlerin Sınav Sonuçları 2018  
10/07/2018,http://abdigm.meb.gov.tr/ABDIGM/Sinav/okutman_100718/okutman_Sonuc.aspx,Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman  Sınav Sonuçları  2018 
02/07/2018,http://mtegm.meb.gov.tr/www/sevgili-ogrencilerimiz-degerli-velilerimiz/icerik/2086,Mesleki ve Teknik Anadolu Liseleri ile İlgili Duyuru 
02/07/2018,/2018-merkezi-yerlesirme-yerel-yerlestirme-ve-pansiyonlu-okullar-tercih-basvuru-giris-ekrani/duyuru/16723,"2018 Merkezi Yerleşirme, Yerel Yerleştirme ve Pansiyonlu Okullar Tercih Başvuru Giriş Ekranı "
02/07/2018,/2018-merkezi-yerlesirme-yerel-yerlestirme-ve-pansiyonlu-okullar-tercih-listeleri/duyuru/16722,"2018 Merkezi Yerleşirme, Yerel Yerleştirme ve Pansiyonlu Okullar Tercih Listeleri "
29/06/2018,http://oygm.meb.gov.tr/www/ogretmenlik-meslegi-genel-yeterlikleri-belgesinin-ingilizcesi-yayimlandi/icerik/669,Öğretmenlik Mesleği Genel Yeterlikleri Belgesinin İngilizcesi Yayımlandı 
29/06/2018,http://odsgm.meb.gov.tr/www/2018-yili-ortaogretime-gecis-tercih-ve-yerlestirme-kilavuzu/icerik/322,2018 Yılı Ortaöğretime Geçiş Tercih Ve Yerleştirme Kılavuzu 
13/07/2020,http://oygm.meb.gov.tr/www/uygulama-ogrencilerinin-mill-egitim-bakanligina-bagli-egitim-ogretim-kurumlarinda-yapacaklari-ogretmenlik-uygulamasina-iliskin-yonerge/icerik/668, Uygulama Öğrencilerinin Millî Eğitim Bakanlığına Bağlı Eğitim Öğretim Kurumlarında Yapacakları Öğretmenlik Uygulamasına İlişkin Yönerge 
05/06/2018,https://oygm.meb.gov.tr/www/ogretmenlerin-2018-haziran-donemi-mesleki-calisma-programi/icerik/661,Öğretmenlerin 2018 Haziran Dönemi Mesleki Çalışma Programı 
08/06/2018,http://abdigm.meb.gov.tr/abdigm/sinav/okutman_mulakat_2018/okutman_sonuc.aspx,Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutmanların Temsil Yeteneği Mülakatı Programı-2018 
06/06/2018,http://abdigm.meb.gov.tr/abdigm/sinav/ogretmen2_2018/ogretmen_sonuc.aspx,"Almanca, Fransızca ve İtalyanca Konuşulan Ülkelerde Görevlendirilecek Öğretmenlerin Mülakat Programı 2018 "
06/06/2018,http://yegitek.meb.gov.tr/www/ortaogretim-kurumlari-merkez-sinav-2018in-soru-ve-cozumleri-ebada/icerik/1679,Ortaöğretim Kurumları Merkezî Sınav 2018´in soru ve çözümleri EBA´da 
25/05/2018,http://oygm.meb.gov.tr/www/ogretmen-strateji-belgesinin-ingilizcesi-yayimlandi/icerik/663,Öğretmen Strateji Belgesinin İngilizcesi Yayımlandı 
04/05/2018,http://ookgm.meb.gov.tr/meb_iys_dosyalar/2018_05/02150850_01_Trafik_Eylem_PlanY.pdf,Trafik Genel Eğitim Planı (Kitap) 
22/05/2018,http://orgm.meb.gov.tr/www/ozel-egitim-ve-rehberlik-hizmetleri-materyal-ve-etkinlik-yarismasi-basvurulari-basladi/icerik/1045,"""Özel Eğitim ve Rehberlik Hizmetleri Materyal ve Etkinlik Yarışması"" Başvuruları Devam Ediyor. "
03/08/2018,http://oygm.meb.gov.tr/www/2018-yili-ogretmenler-gunu-genelgesi-yayinlandi/icerik/656,2018 Yılı Öğretmenler Günü Genelgesi Yayınlandı 
17/04/2018,http://abdigm.meb.gov.tr/abdigm/sinav/okutman_2018/okutman_sonuc.aspx,Yurt Dışında Görevlendirilecek Öğretim Üyesi/ Öğretim Görevlisi/ Okutmanların Başvuru Sonuçları 
17/04/2018,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretim-uyesiogretim-gorevlisiokutman-secme-ve-gorevlendirme-kilavuzunda-2018-degisiklik-yapilmasi-hakkinda-duyuru/icerik/1013, Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Seçme ve Görevlendirme Kılavuzunda-2018 Değişiklik Yapılması Hakkında Duyuru 
17/04/2018,http://abdigm.meb.gov.tr/www/almanca-fransizca-ve-italyanca-konusulan-ulkelerde-gorevlendirilecek-ogretmenleri-secme-sinavi-kilavuzunda-2018-degisiklik-yapilmasi-hakkinda-duyuru/icerik/1012,"Almanca, Fransızca ve İtalyanca Konuşulan Ülkelerde Görevlendirilecek Öğretmenleri Seçme Sınavı Kılavuzunda (2018) Değişiklik Yapılması Hakkında Duyuru "
13/04/2018,http://sgb.meb.gov.tr/www/2018-yili-devlet-yatirim-programi-detay-dagilimi/icerik/315,2018 Yılı Devlet Yatırım Programı Detay Dağılımı 
10/04/2018,http://www.meb.gov.tr/sinavlar/dokumanlar/2018/MERKEZI_SINAV_BASVURU_VE_UYGULAMA_KILAVUZU.pdf,Sınavla Öğrenci Alacak Ortaöğretim Kurumlarına İlişkin Merkezî Sınav Başvuru ve Uygulama Kılavuzu 
09/04/2018,/okul-oncesi-egitim-ve-ilkogretim-kurumlari-standartlari-sistemi-ogrenci-ve-veli-girisleri/duyuru/16118,Okul Öncesi Eğitim ve İlköğretim Kurumları Standartları Sistemi Öğrenci ve Veli Girişleri 
06/04/2018,http://abdigm.meb.gov.tr/abdigm/sinav/ogretmen_eng_2018/ogretmen_sonuc.aspx,İngilizce Konuşulan Ülkeler Grubu ve Batı Trakya´da Görevlendirilecek Öğretmenlerin Temsil Yeteneği Mülakat Programı 2018 
26/03/2018,http://www.meb.gov.tr/meb_iys_dosyalar/2018_03/26191912_yonerge.pdf,Ortaöğretime Geçiş Yönergesi 
27/03/2018,http://tegm.meb.gov.tr/www/bir-dusun-sen-mill-ulasim-teknolojilerine-yonelik-tasarim-yarismasi/icerik/508,"""Bir Düşün Sen"" Millî Ulaşım Teknolojilerine Yönelik Tasarım Yarışması "
14/03/2018,http://ikgm.meb.gov.tr/www/sozlesmeli-bilisim-personeli-sozlu-sinavina-iliskin-duyuru/icerik/803,Sözleşmeli Bilişim Personeli Sözlü Sınavına İlişkin Duyuru 
14/03/2018,http://ogm.meb.gov.tr/www/uluslararasi-yarismalarda-derece-alan-ogrenciler/icerik/703,Uluslararası Yarışmalarda Derece Alan  Öğrenciler 
09/03/2018,/bilim-ve-sanat-merkezleri-grup-tarama-uygulama-sonuclari-hakkinda-duyuru/duyuru/15855, Bilim ve Sanat Merkezleri Grup Tarama Uygulama Sonuçları Hakkında Duyuru 
02/03/2018,http://ikgm.meb.gov.tr/www/2018-mart-sozlesmeli-ogretmenlik-basvurusu/icerik/799,2018 Mart Sözleşmeli Öğretmenlik Başvurusu 
28/02/2018,http://sgb.meb.gov.tr/www/quotmeb-2017-yili-idare-faaliyet-raporuquot-yayinlanmistir/icerik/290,"""MEB 2017 Yılı İdare Faaliyet Raporu"" yayınlanmıştır "
